easting,northing,elevation,distanceToWatercourse,localAuthority,households,numberOfPostcodeUnits,headcount,Suspect Charged,Porosity Max(%),Permeability category,Permeability Max(m�),Permeability Min(m�),Description,PSD min(mm),Organic soil,predicted medianPrice
530004,171514,50.0,4560.0,Lambeth,33397.0,2065.0,85970.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,494291.7369957357
496234,126419,60.0,1410.0,Chichester,3125.0,430.0,6894.0,302,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,786542.6246963071
451016,167430,80.0,260.0,West Berkshire,7309.0,610.0,17328.0,1089,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,349604.948125278
581387,109639,10.0,420.0,Hastings,14762.0,1021.0,30460.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,313055.54473948677
306503,81941,10.0,1540.0,East Devon,3580.0,393.0,6970.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,413726.4528450717
468017,170487,40.0,350.0,West Berkshire,18835.0,1272.0,48858.0,1089,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,730875.533733502
178501,34733,20.0,230.0,Cornwall,4604.0,454.0,12626.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,260608.78869047615
517394,177414,10.0,90.0,Hounslow,8825.0,934.0,24892.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,520188.6116071429
467086,104933,0.0,1400.0,Portsmouth,16795.0,1193.0,42520.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,378575.8653300841
510576,160928,20.0,1110.0,Elmbridge,6117.0,737.0,15893.0,302,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,623059.5659424404
262700,108900,170.0,3100.0,Torridge,1725.0,252.0,3789.0,546,,,,,,,,382195.8150610969
529383,175459,20.0,3280.0,Lambeth,14165.0,1717.0,19005.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,953780.2682823129
280344,86720,290.0,570.0,Teignbridge,6319.0,857.0,14975.0,546,90.0,Low to moderate,1e-05,1e-07,"Organic matter, highly variable         ",0.02,1.0,451932.6488095238
536987,167676,50.0,740.0,Bromley,21766.0,1551.0,49900.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,639751.169807102
574979,166665,70.0,2150.0,Medway,13294.0,1065.0,33832.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,398043.0802889492
505389,183985,40.0,920.0,Hillingdon,13266.0,1120.0,38798.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,889022.2429138321
513447,169655,10.0,1000.0,Richmond upon Thames,9982.0,874.0,24040.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,847433.8354591837
489385,132908,140.0,270.0,Waverley,7634.0,818.0,18094.0,302,55.0,Low to moderate,1e-05,1e-07,"silt, sand ",0.002,0.0,632581.5401458661
466129,175610,70.0,1010.0,West Berkshire,11055.0,789.0,28736.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,455102.99582940264
531400,161000,70.0,4830.0,Croydon,20246.0,1376.0,50362.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,514151.51072268025
400207,79003,60.0,1040.0,Dorset,6968.0,623.0,11168.0,552,,,,,,,,424363.76025649684
166462,40264,100.0,940.0,Cornwall,11085.0,986.0,27818.0,546,90.0,Low to moderate,1e-05,1e-07,"Organic matter, highly variable         ",0.02,1.0,301406.6088435374
435841,112545,10.0,830.0,New Forest,17572.0,1266.0,41106.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,358410.3241204308
510801,171935,20.0,4260.0,Hounslow,14199.0,1074.0,39916.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,415729.9255384387
462596,172071,50.0,850.0,West Berkshire,13178.0,1877.0,36324.0,1089,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,629434.9225812373
599949,142755,40.0,510.0,Ashford,15897.0,1350.0,44873.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,421652.4039997425
484810,168532,70.0,1270.0,Bracknell Forest,22261.0,1547.0,58053.0,1089,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,416008.19321201893
525237,159684,160.0,5280.0,Reigate and Banstead,7264.0,643.0,18509.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,564021.3337257981
544800,172600,40.0,780.0,Bexley,11649.0,710.0,29745.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,568635.6295884668
281468,74769,40.0,460.0,Teignbridge,23466.0,2138.0,58503.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,482129.36769693345
486800,150800,90.0,1630.0,Rushmoor,9154.0,904.0,24837.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,324888.4478876778
331184,138491,10.0,860.0,Sedgemoor,20464.0,1565.0,52695.0,964,,,,,,,,280905.28273809527
486500,169100,70.0,710.0,Bracknell Forest,22261.0,1547.0,58053.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,2667340.7366373725
617366,167189,10.0,520.0,Canterbury,17362.0,1295.0,40490.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,332446.99219225696
456646,106868,20.0,3210.0,Fareham,9635.0,897.0,23064.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,472230.9235997577
577293,166575,20.0,3440.0,Medway,21162.0,1284.0,52165.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,325633.46726190473
471961,140075,120.0,790.0,East Hampshire,12765.0,1503.0,33558.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,398296.8994973992
509629,164001,30.0,2010.0,Elmbridge,16118.0,1398.0,39937.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,816558.2040441176
439915,113337,20.0,930.0,Southampton,19050.0,1671.0,44101.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,282723.3693429895
468392,197833,100.0,540.0,South Oxfordshire,5803.0,892.0,16011.0,1089,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,607457.6193394806
505258,164668,20.0,1220.0,Runnymede,11894.0,965.0,30173.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,488336.40776141745
332900,105200,90.0,420.0,South Somerset,9472.0,965.0,21578.0,964,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,287064.5224277211
449200,106500,10.0,1250.0,Fareham,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,508548.40416514047
484676,163928,110.0,830.0,Bracknell Forest,5718.0,577.0,15416.0,1089,55.0,Low to moderate,1e-05,1e-07,"silt, sand ",0.002,0.0,492773.5746576915
557386,142076,100.0,440.0,Tunbridge Wells,13636.0,1061.0,31280.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,530500.0451718909
400655,161386,130.0,5910.0,Wiltshire,13785.0,1468.0,32677.0,343,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,318154.9035834309
361681,173654,30.0,1910.0,"Bristol, City of",23619.0,1395.0,57433.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,315363.60688666493
440705,112485,10.0,620.0,Southampton,19050.0,1671.0,44101.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,277053.941098848
386718,176603,120.0,2360.0,Wiltshire,11444.0,1172.0,27752.0,343,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,631848.2656017423
547200,170800,30.0,580.0,Bexley,9728.0,736.0,23138.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1491972.8980132607
577423,166200,30.0,3780.0,Medway,21162.0,1284.0,52165.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,295234.3225784632
445837,120255,20.0,380.0,Eastleigh,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,511355.9389459478
317386,127600,50.0,280.0,Somerset West and Taunton,8445.0,1084.0,19758.0,964,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,348584.0319940476
471321,174026,40.0,540.0,Reading,19209.0,2421.0,49231.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,573437.2148013161
638351,170192,40.0,8560.0,Thanet,11963.0,951.0,25161.0,1711,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,377426.34322585
362843,168690,80.0,1240.0,"Bristol, City of",12189.0,741.0,30930.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,301144.1676156372
421696,93849,30.0,1150.0,"Bournemouth, Christchurch and Poole",25264.0,1968.0,55303.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,476786.2303196393
574465,168316,10.0,510.0,Medway,13294.0,1065.0,33832.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,343012.6051960739
530909,104430,30.0,7430.0,Brighton and Hove,37904.0,2845.0,84832.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1335548.1201475153
390556,162993,40.0,1180.0,Wiltshire,10765.0,957.0,28538.0,343,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,323964.74020031595
531083,177594,10.0,2460.0,Lambeth,10222.0,814.0,23014.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,610600.660485348
521469,175173,10.0,790.0,Wandsworth,26534.0,1852.0,63974.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,511734.3794642857
423179,143517,100.0,3880.0,Wiltshire,12277.0,1402.0,38743.0,343,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,452186.2440941111
360204,173429,20.0,820.0,"Bristol, City of",,,,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,569175.3701769442
558752,140184,100.0,1900.0,Tunbridge Wells,5950.0,717.0,11720.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,338759.95099340647
471422,174136,40.0,400.0,Reading,19209.0,2421.0,49231.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,769458.7743208072
447333,128277,50.0,740.0,Winchester,11051.0,882.0,31653.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,469425.66448036605
348792,89470,10.0,400.0,Dorset,11787.0,1122.0,21781.0,964,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,409815.80536453717
548942,175990,50.0,2770.0,Bexley,14507.0,814.0,36100.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,400007.73355869274
530000,173500,40.0,4680.0,Lambeth,23656.0,1603.0,55539.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,563754.280800927
167392,41459,110.0,1930.0,Cornwall,9207.0,876.0,22025.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,344939.7603103741
453643,120437,80.0,2130.0,Winchester,8384.0,825.0,23674.0,759,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,579600.1929305894
531407,178270,10.0,2560.0,Lambeth,10222.0,814.0,23014.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,611243.4084020145
525433,174730,10.0,2170.0,Wandsworth,25614.0,1693.0,65843.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,723256.8832908163
451161,108471,50.0,1160.0,Fareham,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,511181.32178706554
550912,130507,230.0,2040.0,Wealden,10182.0,1090.0,25598.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,559436.6792410092
521932,173988,30.0,1210.0,Wandsworth,26534.0,1852.0,63974.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,396874.93845663266
382091,132894,120.0,2240.0,Wiltshire,13235.0,1324.0,29448.0,552,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,382351.7492861818
181301,61708,40.0,760.0,Cornwall,10274.0,847.0,22163.0,546,,,,,,,,376257.5120822652
359902,187093,10.0,690.0,South Gloucestershire,,,,964,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,530623.7420536963
472022,173341,40.0,350.0,Reading,19209.0,2421.0,49231.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1179095.1209007595
464757,101856,10.0,1960.0,Portsmouth,17847.0,1046.0,42522.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,252161.12261592946
619663,135060,10.0,850.0,Folkestone and Hythe,12066.0,1054.0,23774.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,345517.33626049943
342359,173420,30.0,2160.0,North Somerset,10576.0,887.0,23559.0,964,,,,,,,,431822.00955659547
474606,123261,60.0,480.0,East Hampshire,5160.0,638.0,12267.0,759,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,487273.573855981
273513,44195,10.0,670.0,South Hams,9848.0,1044.0,17064.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,353863.02786337305
435676,113667,10.0,1180.0,New Forest,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,504748.8491364437
529548,177433,0.0,1430.0,Wandsworth,7598.0,1194.0,13044.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1370664.52190442
256819,131607,30.0,1460.0,North Devon,10598.0,950.0,24250.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,294063.83228193386
488238,161708,120.0,540.0,Surrey Heath,13655.0,1493.0,36131.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,428092.57459739
236135,90389,100.0,640.0,Torridge,9032.0,975.0,21403.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,360038.96859968733
578831,167855,40.0,2520.0,Medway,21064.0,1383.0,53393.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,299983.8138715089
357556,170687,20.0,940.0,"Bristol, City of",17462.0,1102.0,41230.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,368931.9737580721
516362,176827,10.0,1270.0,Hounslow,14738.0,1281.0,42027.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,490901.3375093908
487390,169558,80.0,1030.0,Bracknell Forest,22261.0,1547.0,58053.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,2705693.000499391
631104,141688,30.0,460.0,Dover,9842.0,678.0,22278.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,247761.90193924465
518842,168682,10.0,260.0,Kingston upon Thames,4206.0,373.0,10726.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,585041.0408654884
245733,124040,10.0,340.0,Torridge,18583.0,1521.0,39460.0,546,90.0,Low to moderate,1e-05,1e-07,"Organic matter, highly variable         ",0.02,1.0,356794.64063507644
357665,178028,60.0,710.0,"Bristol, City of",12117.0,881.0,30606.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,354342.6019424116
533373,170622,110.0,3060.0,Croydon,13041.0,969.0,28914.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,511488.1759099001
436870,121867,30.0,380.0,Test Valley,11664.0,1266.0,30021.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,464919.6253897919
494118,175548,60.0,1910.0,Windsor and Maidenhead,18964.0,1989.0,45354.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,622434.656612613
508431,181064,40.0,1780.0,Hillingdon,16313.0,1358.0,56884.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1164254.9126655012
525906,163865,60.0,4120.0,Sutton,16608.0,1234.0,43871.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,527267.189588285
489133,169747,90.0,730.0,Bracknell Forest,10879.0,1106.0,29381.0,302,55.0,Low to moderate,1e-05,1e-07,"silt, sand ",0.002,0.0,526584.606376742
527835,104787,10.0,4350.0,Brighton and Hove,39665.0,2541.0,80963.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,410817.55334666464
357427,119905,20.0,300.0,South Somerset,14903.0,898.0,36198.0,964,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,288326.9189246603
388987,173766,90.0,1480.0,Wiltshire,11444.0,1172.0,27752.0,343,,,,,,,,511803.5733037691
537042,102164,10.0,6610.0,Brighton and Hove,42545.0,2476.0,94305.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,566467.8308565335
493768,167833,70.0,830.0,Windsor and Maidenhead,9909.0,1322.0,24783.0,302,55.0,Low to moderate,1e-05,1e-07,"silt, sand ",0.002,0.0,1293710.9553571427
550244,128455,130.0,570.0,Wealden,10182.0,1090.0,25598.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,622290.4363893669
481116,168612,70.0,750.0,Wokingham,11340.0,1262.0,32242.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,479423.10092759447
532322,171942,60.0,4530.0,Lambeth,9361.0,631.0,22158.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,547291.2717128785
524122,175274,10.0,720.0,Wandsworth,26534.0,1852.0,63974.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1494045.5572240264
432579,94965,10.0,480.0,New Forest,15726.0,1426.0,31951.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,689617.9090629828
558468,120954,140.0,860.0,Wealden,6968.0,907.0,16967.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,457358.3827179881
414715,92871,0.0,290.0,"Bournemouth, Christchurch and Poole",25264.0,1968.0,55303.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,425421.0225340136
513956,176009,20.0,2370.0,Hounslow,13999.0,1210.0,47894.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,851912.957298282
544230,171953,70.0,540.0,Bromley,7430.0,686.0,18792.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,436646.0913210575
502273,171587,20.0,840.0,Runnymede,11533.0,1207.0,26696.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,624009.1795862637
293192,112362,190.0,380.0,Mid Devon,14368.0,1494.0,33738.0,534,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,416548.69494047615
459104,92378,40.0,780.0,Isle of Wight,14902.0,1160.0,31045.0,759,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,259658.74489795917
545941,175827,50.0,1370.0,Bexley,13998.0,746.0,37486.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,417292.9157604961
601946,171598,20.0,3350.0,Swale,15919.0,1160.0,42961.0,1711,,,,,,,,299050.47842261905
513300,104600,20.0,2100.0,Worthing,12137.0,965.0,30601.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,346516.136147374
245836,55264,40.0,1690.0,Plymouth,12083.0,1431.0,26332.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,272397.8660714286
531406,166024,40.0,2100.0,Croydon,20246.0,1376.0,50362.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,506771.542869214
514454,171462,10.0,670.0,Richmond upon Thames,9982.0,874.0,24040.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,699211.6458234456
503825,171810,20.0,320.0,Spelthorne,11533.0,1207.0,26696.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,722884.2193003299
367593,85162,70.0,1240.0,Dorset,11032.0,783.0,24759.0,552,,,,,,,,380867.8105475743
407865,181792,120.0,180.0,Wiltshire,11814.0,1083.0,29501.0,343,,,,,,,,434735.2196491442
369519,139509,110.0,200.0,Mendip,7824.0,913.0,18468.0,964,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,555783.9958699709
509893,181478,40.0,1300.0,Hillingdon,13779.0,970.0,42608.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,510293.6361607143
448267,168073,80.0,380.0,West Berkshire,16998.0,1721.0,42335.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,377701.9099321874
436302,145363,60.0,80.0,Test Valley,17029.0,1359.0,39796.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,315547.1124890873
506291,180941,30.0,3130.0,Hillingdon,11678.0,971.0,36952.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,399158.47544642864
485549,169225,60.0,280.0,Bracknell Forest,10879.0,1106.0,29381.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1086295.684960926
614697,159472,30.0,1020.0,Canterbury,10948.0,993.0,32331.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,353840.91405037034
573000,168400,20.0,770.0,Medway,16413.0,1222.0,42823.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,313320.9664381378
574065,175179,10.0,1760.0,Medway,11180.0,1030.0,30242.0,1103,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,462077.86786199256
305139,124183,160.0,680.0,Somerset West and Taunton,8445.0,1084.0,19758.0,534,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,430242.4382068824
542801,174440,60.0,1270.0,Greenwich,25947.0,1613.0,67210.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,530088.4321335813
346414,120448,20.0,1330.0,South Somerset,2901.0,209.0,6188.0,964,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,333387.50276360544
527625,171548,20.0,1910.0,Wandsworth,26882.0,1513.0,64524.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,580944.1689690027
443453,118805,30.0,180.0,Eastleigh,13447.0,1157.0,32089.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,369906.2331620807
